overall,wage_eur,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
65,2000,1,73,26,46,46,64,69,30+6,22,63,65+1,20,46,29,28,55+10,44,73,73,38,64,48,39,67,60,77,22,61,55,20,32,30,55,68,65,66
65,3000,1,70,57,63,64,57,69,62,59,58,66,45,65,54,56,64,64,70,70,67,61,58,56,54,76,70,53,59,65,65,62,57,57,52,57,56
65,5000,1,67,64,46,63,27,70,35,64,58,58,58,63,43,26,32,66,65,68,63,60,54,70,63,70,81,57,43,22,65,51,64,60,22,27,20
65,4000,1,58,23,33,37,65,68,24,17,68,44,24,25,25,24,24,46,57,59,47,71-1,53,36,73,61,77,20,54,72-3,28,32,34,53,60,67,52
65,2000,1,78,67,63,68,51,56,60,64,43,66,69,69,52,61,63,64,74,81,74,58,73,70,63,74,51,68,43,54,72,62,63,62,55,52,41
65,4000,1,75,33,55,61,62,64,61,30,55,62,33,57,37,24,54,63,76,75,72,64,64,34,68,68,66,33,51,59,55,48,34,53,62,66,62
65,1000,1,79,61,55,68,28,54,65,64,47,60,61,65,50,39,39,64,82,76,87,62,84,64,73,69,50,53,42,18,64,54,50,52,38,18,25
65,4000,1,72,40,58,62,63,59,63,39,56,62,35,60,42,34,55,64,74,70,64,62,61,44,62,66,58,38,54,58,51,57,42,63,64,68,65
65,2000,1,58,37,44,49,63,67,21,45,56,65,26,45,24,21,50,55,57,58,39,63,54,40,64,55,70,15,75,61,55,35,37,64,66,65,63
65,2000,1,80,46,60,64,62,68,42,35,59,66,45,61,66,64,65,63,77,83,79,55,75,65,76,69,66,55,71,63,39,60,40,64,62,63,60
65,7000,1,66,29,51,59,63,72,48,26,59,57,17,57,51,36,49,59,62,70,71,56,63,35,76,73,74,28,63,62,50,48,33,61,64,65,63
65,1000,1,70,45,58,60,63,73,57,41,64,65,39,55,39,40,62,62,66,73,71,54,72,53,74,78,72,51,70,63,46,53,37,55,61,64,62
65,3000,1,73,39,55,59,61,73,60,35,58,59,35,58,45,30,54,60,72,74,58,58,67,50,75,81,73,34,63,61+1,51+3,54,50,54,61+2,63+1,62+1
65,1000,1,52,32,44,39,64,72,31,19,66,58,38,33,33,26,54,45,55,49,41,60,38,56,39,64,77,40,76,67,16,33,29,64,56,68,67
65,3000,1,60,34,42,42,67,67,33,30,65,52,32,32,33,41,41,42,65,55,69,58,70,49,77,68,71,24,55,65,34,38,50,48,67,67,68
65,4000,1,75,58,60,63,59,71,65,50,54,60,63,61,64,65,59,61,74,75,76,56,71,70,78,78,69,65,64,62,58,51,55,54,58,60,58
65,3000,1,55,26,43,49,63,77,24,20,70,53,29,50,31,25,62,52,58,53,32,53,54-4,41,77,74,82,21,69,53,23,36,34,48,65,66,62
65,8000,1,74,42,57,60,62,74,65,30,61,56,27,56,51,55,56,62,74,74,74,60,60,58,84,76,77,53,61,59,60,54,40,49,65,61,63
65,2000,1,34,44,61,58,62,64,54,39,49,69,42,49,40,39,67,70,33,34,68,63,41,47,72,30,82,48,61,64,49,62,48,55,60,67,63
65,4000,1,81,62,60,63,30,71,64,61,62,64,67,62,58,51,54,64,79,82,66,58,66,71,76,69,74,53,67,28,62,55,59,58,28,27,17
65,1000,1,84,51,59,67,46,66,61,48,54,59,29,67,62,67,56,60,83,85,84,62,76,56,60,79,62,49,60,47,60,57,69,54,38,49,48
65,2000,1,75,49,56,62,63,68,64,58,60,58,33,61,57,39,54,61,71,78,73,56,60,42,81,70,69,38,58,57,57,51,44,63,67,63,64
65,1000,1,80,55,50,63,61,83,55,48,58,54,53,64,52,45,41,58,76,83,72,58,78,71,78,83,85,59,77,63,52,45,41,53,58,63,61
65,3000,1,59,43,52,47,65,75,64,42,60,55,42,44,27,36,59,55,55,63,31,64,52,52,56,76,80,37,67,66,39,41,47,59,67,64,66
65,4000,1,55,39,55,57,62,78,51,32,54,64,30,54,40,38,59,58,55,55,62,66,63,48,67,91,77,49,69,62,38,50,36,62,66,62,59
65,5000,1,77,56,58,69,40,60,62,58,48,63,47,70,55,40,49,69,76,77,69,58,65,59,54,64,63,52,51,42,60,56,49,54,36,39,38
65,3000,1,68,42,41,53,59,84,22,36,64-2,57,26,52-2,28,29,38,52-2,64-2,72-2,55,60,57,54-2,83-9,72-2,90,51,82-2,64-2,28,41-2,46,66-2,54-2,60-2,52-2
65,2000,1,51,34,31,37,67,68,28,30,69,34,31,31,35,36,28,41,52,51,40,51,46,45,72,59,72,30,67,63,31,30,44,48,67,68,66
65,8000,1,82,55,56,67,59,66,60,58,47,58,45,68-2,54,39,55,60-2,84,80,80,62,72,55,54,73,68,52,54,67,60,55,36,65,52,64,59
65,4000,1,70,53,55,61,64,77,51,43,55,60,40,59,55,40,56,60,71,69,70,54,69,71,74,83,74,68,79,64,45,52,40,46,66,65,65
65,5000,1,62,64,54,62,34,65,41,67,69,62,47,63,52,35,55,63,53,70,63,62,48,63,67,65,78,63,30,33,62,55,65,67,23,38,17
65,2000,1,78,58,57,64,59,63,55,60,54,65,55,62,59,33,48,64,75,81,76,67,63,62,71,79,54,55,65,59,62,58,40,62,61,59,55
65,2000,1,85,39,57,66,56,68,61,38,42,65,21,67,28,35,48,58,78,91,76,66,77,40,60,75,66,40,68,58,70,58,35,60,50,63,62
65,4000,1,73,38,53,63,61,71,57,29,61,58,24,64,50,47,47,61,72,73,68,65,62,56,66,77,72,41,64,66,60,47,36,52,56,64,60
65,2000,1,77,37,53,59,62,69,60,31,54,60,30,57,33,39,52,60,74,79,66,63,56,44,80,75,63,39,72,60,62,42,42,54,66,63,60
65,6000,1,80,60,58,67,24,58,58,62,57,61,36,67,63,48,58,65,79,81,76,58,78,66,74,65,62,58,33,17,62,53,56,45,28,14,20
65,3000,1,64,35,48,51,66,68,57,33,63-2,52,27,52,28,52,51,54,57,69,29,65,54,41,68,69,77,37,44,67,25,32,33,57,69,65-4,63-4
65,3000,1,68,56,60,60,59,66,48,50,48,68,46,56,49,54,62,63,67,68,63,64,65,64,58,73,64,62,63,60,58,63,58,56,55,66,63
65,2000,1,90,56,58,63,27,53,58,54,38,60,56,60,49,38,56,63,92,89,72,56,83,61,81,78,48,54,29,24,59,64,54,56,28,23,26
65,2000,1,85,62,53,65,36,70,56,67,53,57,58,64,45,32,47,64,87,83,75,57,62,62,67,79,65,55,73,24,64,56,50,51,40,38,24
65,2000,1,56,52,59,57,60,71,35,44,68,70,32,55,34,41,66,59,50,61,58,63,58,67,73,76,74,62,57,61,57,67,35,59,55,62,61
65,2000,1,62,49,56,59,64,78,48,38,48,64,39,59,41,42,56,60,59,65,61,53,63,71,65,76,80,52,80,61,59,56,49,60,61,74,65
65,2000,1,68,43,56,64,64,64,68,44,58,65,42,64,47,46,40,66,70,67,59,66,57,40,74,41,77,42,57,64,50,47,49,56,60,69,71
65,2000,1,52,25,43,47,64,73,40,19,75,54,25,46,30,21,51,56,50,53,30,58,34,45,48,62,90,17,51,55,29,29,30,63,64,68,63
65,2000,1,47,25,49,36,64,73,41,22,62,66,22,23,29,26,58,49,54,42,43,58,44,34,71,66,78,21,69,63,26,33,37,49,63,66,62
65,1000,1,71,54,58,67,40,49,48,52,43,62,39,67,47,47,59,63,74,68,79,65,77,50,50,58,48,68,39,19,53,67,45,54,60,34,37
65,0,1,71,50,62,63,60,53,68,53,62,67,48,62,39,40,64,62,72,71,63,60,78,53,52,81,49,40,30,45,52,55,51,59,65,64,65
65,2000,1,69,57,61,65,61,75,58,57,59,65,41,62,57,47,60,65,70,68,74,66,72,62,71,88,67,59,78,58,62,61,45,61,62,61,62
65,4000,1,44,32,42,44,62,75,33,25,66,54,20,42,29,29,52,44,42,45,43,59,54,50,56,63,82,36,77,60,30,29,25,40,63,62,63
65,2000,1,47,38,46,47,67,54,37,34,67,63,29,46,35,27,50,51,50,44,31,59,62,45,68,40,61,38,50,67,37,30,48,49,65+3,70,68
65,4000,1,64,62,47,63,25,59,31,66,62,56,44,63,36,33,33,62,63,65,65,66,61,65,65,65,68,53,26,14,73,63,64,55,35,12,17
65,3000,1,72,64,60,68,31,55,56,64,52,65,59,70,62,60,58,66,75,70,72,57,72,63,71,58,57,66,42,27,62,58,63,61,30,28,29
65,3000,1,77,63,62,64,52,55,63,64,35,63,57,65,64,61,56,61,80,75,67,61,70,64,60,64,50,62,56,57,60,65,60,62,50,55,51
65,2000,1,94,56,56,64,36,56,63,59,65,57,53,64,50,44,53,60,94,94,68,63,72,64,64,63,58,41,40,34,50,55,60,50,34,31,35
65,2000,1,69,63,67,67,50,63,64,60,52,71,61,66,62,70,66,67,71,68,70,62,66,68,61,70,63,70,53+3,42+20,64,62,52,64,53+2,52+4,51+4
65,3000,1,77,52,58,62,60,63,64,51,51,63,27,60,52,29,59,63,77,77,62,62,71,59,62,69,61,57,63,62,51,52,46,60,56,64,63
65,2000,1,71,64,51,63,31,61,56,64,63,52,66,61,38,64,33,65,73,69,74,61,58,68,78,63,70,61,34,22,63,58,59,62,34,26,23
65,4000,1,66,60,42,61,32,79,31,66,69,52,29,58,40,29,38,64,65,67,67,61,51,64,73,81,80,48,74,37,65,41,64,50,28,25,18
65,11000,1,82,50,55,72,27,54,61,54,29,63+1,18,71+1,34,25,52+2,68+1,86,78,86,56,87,53,75,67,56,49,29,29,55,48,40,49,25,26,28
65,1000,1,74,49,63,64,54,66,55,38,49,66,55,61,53,51,67,65,75+1,73,75+2,65,73+2,59,50,78+2,65,61,59,61,56,67,51,64,43-4,59,59
65,1000,1,76,64,63,68,54,64,57,62,56,67,64,66,58,58,65,65,75,77,87,55,71,66,54,74,67,66,48,51,67,65,58,55,56,55,45
65,6000,1,72,33,50,58,64,61,59,33,56,56,23,55,43,43,55,61,70,73,59,63,65,35,57,61,64,28,55,66,45,32,36,50,62,67,67
65,2000,1,77,49,58,59,63,68,61,46,56,63,42,63,59,42,52,56,78,77,43,61,67,60,66,68,64,44,76,61,59,56,55,55,63,66,63
65,4000,1,59,31,53,51,63,72,61,24,69,58,26,47,29,29,53,50,58,59,65,61,50,47,83,84,70,34,61,58,30,50,31,54,63,64,65
65,5000,2,91,54,56,72,25,30,64,54,29,54,51,71,61,48,48,70,90,92,91,62,70,63,58,32,29,41,22,25,60,59,62,57,22,28,21
65,1000,1,68,53,66,64,53,63,62,47,42,71,49,62,52,46,69,70,69,68,57,62,65,61,58,60,67,60,58,40,49,68,48,56,58,59,56
65,2000,1,80,55,61,66,47,61,60,55,55,61,58,64,63,56,59,62,81,80,92,60,72,56,56,70,58,57,57,48,60,62,41,56,50,44,41
65,1000,1,73,45,64,67,60,74,59,28,55,72,46,64,56,60,69,68,71,75+1,82,64,68+2,60,73+1,85+3,73,62,63,61,58,56,60,66,57,65,60
65,3000,1,77,54,57,64,63,67,57,49,57,59,32,62,52,56,58,62,76,78,75,64,73,67,64,72,65,63,66,65,52,55,41,54,62,64,61
65,2000,1,59,22,45,46,64,73,42,20,65,50,18,38,27,24,49,48,59,59,66,63,63,26,73,76,74,19,66,62,28,44,33,56,64,65,63
65,1000,1,65,60,61,65,56,68,59,59,54,65,56,59,46,48,61,64,64,65,86,63,84,65,84,85,57,63,68,56,62,65,46,70,52,62,49
65,2000,1,68,34,52,53,64,65,51,32,68,62,29,52,35,29,59,55,69,67,45,55,59,42,75,49,75,32,59,63,22,39,45,51,60,67,64
65,2000,1,72,51,66,59,64,68,67,43,59,66,51,54,72,74,70,64,74,71,71,49,69,66,72,73,68,55,59,58,38,58,55,63,70,62,64
65,2000,1,76,42,50,63,58,73,69,38,57,53,25,62,32,30,45,66,75,77,67,49,59,56,80,88,69,42,63,58,42,38,36,45,51,63,66
65,1000,1,75,62,61,71,49,59,54,63,42,65,62,69,61,41,58,72,74,75,80,62,81,66,62,65,51,60,71,56,61,69,44,68,40,54,57
65,1000,1,72,54,57,69,59,63,46,49,39,64,58,64,49,43,59,69,75,70,82,67,87,58,86,75,49,59,78,67,57,60,52,65,59,62,55
65,2000,1,61,52,64,67,60,65,60,51,59,68,47,66,59,48,66,68,65,58,72,64,69,58,75,63,65,49,66,62,57,63,45,60,62,58,59
65,4000,1,66,51,61,62,63,66,65,44,61,62,44,59,43,56,63,67,70,62,60,59,61,61,64,74,63,54,63,60,62,60,58,60,64,64,62
65,1000,1,71,59,62,68,21,39,68,59,43,67,58,67,53,42,50,65,72,70,79,56,94,61,40,56,31-8,57,35,20,57,63,60,51,17,18,19
65,5000,1,86,53,58,69,25,63,62,52,37,59,52,66,64,52,54,65,93,81,89,57,87,55,83,68,66,53,46,26,59,57,54,57,21,23,24
65,2000,1,50,63,45,57,28,78,44,64,71,51,61,58,31,31,31,61,45,54,46,64,32,70,64,69,93,53,57,19,66,52,63,64,29,21,17
65,2000,1,66,51,61,66,64,68,55,44,51,65,45,66,36,47,63,66,63,68,67,65,65,67,69,65,68,55,71,68,43,66,50,61,65,64,63
65,1000,1,76,45,55,60,65,64,62,42,64,58,35,60,50,38,54,60,76,76,61,58,63,55,67,64,64,47,62,59,47,50,41,54,68,66,66
65,2000,1,74,44,56,65,60,66,65,36,39,59,37,65,57,30,54,62,73,74,72,56,72,56,74,74,66,44,53,62,53,51,56,61,59,65,65
65,1000,1,89,59,52,71,30,64,49+3,62,56+1,64,56,72,57,34,43+2,69,90,88,88,55,57,65,65,57+6,69,48+4,60,14,58,44,60,65,24,40,26
65,4000,1,59,65,41,63,26,59,35,68,65,47,51,64,33,29,35,64,56,62,59,60,65,67,73,54,72,56,27,20,69,46,67,63,21,23,20
65,1000,1,73,48,57,65,60,67,43,39,50,63,48,59,41,42,65,69,78,68,78,61,78,57,49,81,62,56,67,67,65,61,36,70,65,55,59
65,3000,1,90,62,46,62,31,56,41,64,58,53,54,63,41,39,33,60,90,90,73,62,51,64,58,62,58,58,44,23,65,51,60,64,37,25,21
65,2000,1,71,48,58,62,60,77,57,37,49,65,36,58,40,34,60,63,69,73,75,53,84,67,80,79,74,54,80,63,47,56,50,49,54,67,64
65,2000,1,77,51,61,71,31,58,65,52,40,64,45,71,53,41,53,68,79,76,79,60,76,51,69,68,59,46,39,24,63,64,48,53,29,34,36
65,1000,1,66,32,48,52,65,75,50,29,58,56,38,45,35,31,38,59,64,67,54,65,56,39,72,77,78,28,65,66,28,46,46,55,62+4,67,69
65,1000,1,65,27,48,56,64,71,56,16,55,57,26,51,27,28,49,59,64,66,64,65,64,57,60,74,72,20,68,63,26,32,37,54,65,65,69
65,1000,1,68,50,61,67,64,63,66,47,60,64,59,67,61,44,65,68,69,68,64,52,73,60,78,69,65,52,49,51,36,53,41,52,64,72,70
65,4000,1,72,43,60,57,62,67,58,34,57,68,47,57,51,43,59,54,69-2,74,64,59,66,58,60,78,64,44,60,66,54,54,51,58,62,60,65
65,3000,1,75,60,59,69,36,50,61,59,44,63,54,68,59,48,58,66,76,75,79,60,81,64,57,61,45,60,46,25,63,52,59,61,33,40,43
65,2000,1,63,47,55,58,61,75,60,42,67,62,21,57,26,56,52,59,63,63,57,65,61,59,75,77,75,58,70,71,43,47,32,59,47,65,64
65,2000,1,69,48,52,64,62,70,65,57,53,58,31,63,42,33,48,62,68,70,70,60,72,43,59,74,70,39,68,63,49,39,46,55,61,64,63
65,3000,1,74,57,62,65,55,77,57,61,66,66,53,63,45,63,62,64,75,74,77,64,73,54,91,81,80,52,61,58,62,63,56,56,54,53,44
65,2000,1,72,34,50,60,63,67,61,33,57,54,38,61,36,35,47,60,70,73,56,62,65,29,70,70,69,31,58,65,56,39,48,58,60,63,70
65,3000,1,70,62,51,63,26,73,57,60,75,53,52,66,37,24,47,61,64,74,62,58,49,73,70,72,78,57,62,18,61,53,66,61,17,23,25
65,4000,1,72,38,52,58,63,66,55,28,60,60,25,54,49,35,49,61,76,69,66,61,66,56,63,68,67,43,62,59,49,40,38,47,62,66,70
65,5000,1,64,61,44,61,29,71,38,66,68,51,53,59,34,25,40,63,61,67,60,63,68,64,81,76,74,46,57,26,67,49,64,61,25,25,20
65,0,1,68,57,63,69,49,48,59,48,48,67,55,68,55,42,65,67,69,68,78,68,79,65,52,67,38,63,49,50,65,67,68,62,57,45,35
65,3000,1,69,40,59,66,60,66,50,32,47,68,44,65,39,46,66,67,68,70,63,64,73,49,88,75,63,46,56,62,44,56,47,59,59,65,60
65,3000,1,70,56,55,63,62,75,45,52,68,63,58,62,39,36,63,64,71,69,68,55,69,61,80,82,69,63,82,63,50,56,53,62,52,68,67
65,2000,1,32,37,44,48,63,78,41,27,65,53,26,47,29,29,52,54,33,31,32,58,48,66,63,65,90,34,66,60,23,35,39,57,60,69,62
65,2000,1,78,62,54,64,40,67,55,61,62,56,55,63,58,49,51,63,76,80,70,64,70,68,90,63,71,58,56,51,63,51,60,67,25,39,41
65,1000,1,74,58,62,65,45,53,73,64,49,66,55,64,55,54,47,63,76,73,69,62,78,58,69,58,47,47,58,53,61,57,46,59,50,38,30
65,2000,1,79,60,61,64,61,61,65,58,59,62,49,63,66,42,59,57,78,80,82,62,88,67,84,73,48,62,74,60,61,61,50,57,62,61,58
65,3000,1,71,64,63,65,28,59,62,64,52,66,50,68,57,56,60,67,68,74,58,60,47,67,61,40,74,63,47,26,68,62,57,54,24,26,28
65,2000,1,71,60,63,65,49,65,66,59,67,64,48,65,60,59,58,68,69,73,61,63,60,68,63,66,64,55,69,53,63,64,68,64,47,43,42
65,2000,1,67,61,61,67,36,62,65,61,65,65,53,67,51,44,58,66,67,67,67,63,67,65,57,66,64,59,55,26,64,59,57,59,48,26,24
65,1000,1,53,44,47,50,64,68,41,41,63,56,46,47,46,48,53,53,52,54,45,57,56,55,69,59,74,44,64,61,30,35,40,61,60,70,68
65,2000,1,79,59,60,66,46,62,60,57,57,62,57,66,60,57,58,62,81,78,77,57,78,63,60,66,60,59,60,42,59,60,57,62,44,49,42
65,2000,1,48,65,45,56,23,73,23,68,74,58,54,53,34,27,44,63,46,49,54,56,52,65,67,67,87,58,47,15,68,54,71,56,20,16,21
65,4000,1,62,47,59,60,63,64,54,41,66,70,33,54,43,54,67,69,60,63,64,58,59,61,58,67,62,52,66,65,36,45,55,55,52,69,67
65,1000,1,57,27,44,38,67,67,28,23,65,64,23,34,24,15,50,35,59,55,42,52,67,36,73,66,69,23,60,66,35,31,31,63,67,68,65
65,2000,1,75,56,62,62,60,69,68,52,55,61,55,61,64,58,58,59,74,75,75,56,73,64,68,82,63,56,70,60+2,61-1,60,50,58+3,61+3,62+1,60
65,1000,1,73,34,54,62,65,57,61,22,45,58,39,61,48,33,65,65,75,72,51,55,78,55,56,65,52,35,58,66,45,38,38,55,68,69,64
65,2000,1,66,34,58,66,65,62,69,35,51,65,35,70,26,33,68,55,75,59,80,52,78,30,69,70,61,31,55,52,41,39,36,49,69,71,72
65,2000,1,58,38,43,46,63,70,34,39,68,56,24,44,34,21,45,45,57,59,48,53,60,43,76,60,75,39,70,61,21,34,44,49,60,68,57
65,4000,1,72,52,61,63,60,72,58,46,51,65,47,57,58,46,66,68,73,72,72,57,76,66,62,86,65,54,72,61,56,58,43,59,60,63,56
65,2000,1,77,58,61,70,42,59,55,60,36,67,53,71,52,58,62,67,77,77,79,51,80,58,56,67,59,56,49,29,56,61,59,52,43,50,46
65,5000,1,82,45,59,67,60,79,62,40,54,61,31,65,54,62,49,62,80,84,92,55,82,59,90,82,81,42,65,59,52,58,47,63,62,62,60
65,1000,1,61,50,54,54,67,62,62,50,72,60,32,49,44,40,55,60,63,59,55,64,57,55,62,62,66,51,50,73,41,41,46,64,72,56,66
65,3000,1,62,61,64,63,57,65,56,58,55,67,46,60,63,59,65,66,64,60,69,64,70,69,64,67,67,65,60,59,58,66,59,67,57,58,56
65,1000,1,69,45,56,59,63,74,61,39,60,56,38,56,58,40,51,59,73,65,63,61,76,66,73,82,70,39,73,61,41,56,47,61,63,66,65
65,1000,1,66,62,44,62,26,73,37,63,61,53,61,61,55,48,27,60,65,66,76,63,56,67,78,68,85,59,47,29,64,46,52,50,30,14,11
65,2000,1,80,47,57,63,60,71,65+2,43,55,63+4,54,61+2,48+8,29,53+5,60,83+7,78,76,55,77,45,88,76,71,56+4,59,56,53+4,50,44,55,60,63+3,64+5
65,2000,1,65,55,59,65,63,65,68,56,62,66,32,65,42,42,61,69,61,69,56,54,61,59,57,63,69,60,59,60,33,43,50,50,63,66,64
65,2000,1,62,27,46,44,65,70,27,19,48,61,23,34,21,25,61,56,58,65,47,56,61,42,77,68,70,27,73-2,62,26,37,39,58,69,67-1,65-1
65,4000,1,74,54,60,64,63,67,65,48,59,60,40,62,60,56,60,64,75,74,71,60-2,74,65,75-1,58-7,70,62,67,61,61,58,43,65,65,63-1,64-1
65,3000,1,71,60,64,64,59,68,63,56,55,66,61,62,64,53,64,62,72,70,71,60,78,67,73,77,62,67,71,61,62,66,37,56,52,64,60
65,4000,1,76,65,56,66,32,66,55,66,55,58,57,64,59,60,50,66,75,76,77,61,70,65,61,77,63,64,61,29,65,55,64,63,33,26,33
65,3000,1,73,62,38,63,29,67,30,63,63,50,60,61,32,27,29,63,70,76,71,63,63,68,62,53,81,55,53,23,59,36,61,63,24,28,26
65,6000,1,67,44,52,59,62,78,60,40,61,60,59,57,37,30,46,60,69,66,66,63,63,49,80,83,79,43,67,62,47,43,43,50,60,63,61
65,4000,1,72,25,36,42,64,72,32,15,65-2,42,33,33,26,34,35,45,69,74,60,62-1,63,46,68,65,79,23,65-3,63-1,30,31,30,60,65-3,64-4,62-4
65,1000,1,85,52,52,66,59,52,60,49,47,52,25,63,29,34,47,61,84,85,92,59,87,67,85,80,32,55,60,65,45,58,38,57,55,61,62
65,2000,1,52,47,63,59,59,71,46,38,59,73,43,56,48,46,62,62,51,53-3,63,63,63,60,71,83,67,55,68,65,47,69,38,49,55,59,57
65,1000,1,74,48,60,66,61,71,59,44,57,65,27,68,56,32,64,65,75+5,74+5,66,57,69,55,66,80+1,73+2,51,57,58+2,65,57,38,59,62+2,64,61
65,0,1,71,32,54,55,63,71,53,30,63,68,28,52,27,23,58,54,72,71,67,57,55,32,58,75,71,33,70,63,32,42,49,59,62,62,65
65,1000,1,76,61,58,64,32,54,60,61,54-4,63-2,49+2,61,38+2,31,59+2,64-1,80+1,72,77+3,62,69,57,56,60+1,58,65,34+6,18+3,67,59,65-3,65,21-13,45+6,35+4
65,1000,1,60,29,35,44,64,69,26,20,63,40,28,46,50,25,41,43,51,68,33,66,34,45,70,45,84,25,62,61,49,31,35,58,67,65,61
65,3000,1,72,52,58,66,61,69,63,47,51,62,33,65,60,56,58,64,70,73,71,67,75,60,75,74,68,58,65,58,62,47,45,60,62,64,65
65,3000,1,71,60,64,67,57,67,64,59,53,68,61,65,55,60,67,70,72,70,70,56,67,58,45,77,69,62+4,57,55,60,59,63,60,67,53,49
65,2000,1,56,34,37,48,63,72,23,31,63,48,27,44,26,26,40,47,63,51,55,66,67,44,80,67,74,30,70,67,44,36,37,67,58,64,63
65,1000,1,48,42,51,53,63,76,46,33,62,57,21,52,44,25,55,56,49,48,49,59,40,66,67,70,84,46,67,63,47,51,32,55,62,65,59
65,4000,1,78,37,55,65,63,66,59,39,56,61,41,64,30,34,54,61,75,81,74,66,72,46,75,71,61,24,71,61,41,52,31,60,63,67,59
65,1000,1,69,39,40,66,67,52,66,31,50,31,30,66,34,44,26,68,71,67,55,59,86,55,65,64,45,41,51,63,42,41,40,68,70,73,69
65,2000,1,54,46,61,56,63,78,62,40,62,67,26,54,39,35,64,60,53,54,53,59,60,65,74,78,85,45,59,60,44,58,42,61,60,68,65
65,5000,1,60,29,36,38,69,62,29,21,63,40,33,33,35,33,35,42,67,54,44,51,46,42,76,53,69,30,53,61,33,37,46,48,71,72,71
65,0,1,59,25,47,51,67,63,29,19,63,64,30,52,25,28,62,50,55,62,48,47,56,39,66,63,69,22,49,62,26,33,34,54,71,68,68
65,1000,1,75,64,61,68,37,63,62,63,30,62,62,65,67,58,59,66,78,72,84,57,90,67,63,76,59,62,58,32,58,60,74,66,40,39,37
65,7000,1,38,24,37,46,62,78,28,20,67,49,27,36,30,30,38,62,44,33,49,65,32,35,54,66,90,18,67,58,24,28,38,55,61,64,58
65,1000,1,66,64,64,65,57,63,64,65,70,72,58,64,55,55,64,65,65,67,66,60,77,65,66,76,56,62,62,55,60,54,65,59,55,57,55
65,4000,1,63,41,60,59,64,72,65,37,62,62,34,57,42,42,60,62,60,65,57,63,52,50,60,72,74,40,70,64,57,59,38,52,62,65,65
65,11000,1,60,58,59,65,62,69,52,55,49,66,57,61,49,36,62,67,63,58,74,60,83,62,53,77,65,63,75,65,57,62,41,57,60,69,53
65,1000,1,74,56,61,65,61,72,66,51,54,63,36,64,62,45,53,65,73,75,67,60,72,70,65,69,72,61,75,64,59,62,40,67,60,62,62
65,3000,1,70,47,64,61,61,64,68,30,58,63,40,60,62,64,66,60,72,69,64,64,59,66,51,72,66,64,50,59,65,60,38,58,61,62,63
65,6000,1,61,65,49,58,27,72,49,68,66,54,58,57,47,19,44,62,54,67,56,50,65,71,61,74,85,53,41,33,63,54,66,54,28,13,12
65,5000,1,79,63,52,63,32,73,61,63,60,45,65,66,54,51,40,61,77,81,65,57,44,72,53,65,86,57,56,35,61,62,45,55,38,19,15
65,3000,1,71,58,62,66,43,61,58,59,38,66,57,64,54,45,59,63,72,70,80,62,80,58,75,72,63,56,39,29,60,66,49,62,41,54,46
65,3000,1,50,56,63,63,61,69,62,52,58,63,43,60,53,58,65,65,43,55,70,63,73,66,65,73,73,55,57,62,58,68,61,67,61,62,59
65,3000,1,87,61,54,64,34,69,59,63,61,62,35,65,30,29,42,63,89,85,69,66,54,62,59,80,71,58,55,24,60,54,68,61,33,38,22
65,4000,1,63,51,61,65,58,76,58,46-2,46,66,47,63,36,58,63,67,57,67,61,63,74,65,64,81,75,52,76,66,53,63+1,38,66,48,66,63
65,3000,1,53,38,48,47,64,70,43,32,66,54,41,40,45,49,50,50,51,54,58,63,56,52,47,59,79,37,68,57,21,42,44,59,68,66,61
65,4000,1,66,61,60,63,60,80,49,58,64,65,44,63+3,45,63,62,65+2,67,66,57,65+2,54,73,58,88,78,59,78,59,56+3,62,64,61,62,60,56
65,2000,1,70,61,47,63,30,82,40,62,70,57,57,61,53,47,39,65,71,70,58,56,83,61,90,78,83,58,80,31,60,43,62,60,26,25,19
65,1000,1,68,63,50,59,24,73,52,64,65,55,64,57,49,57,47,60,65,71,61,63,57,67,72,72,83,61,51,17,66,41,48,64,23,18,20
65,2000,1,66,45,56,57,63,68,45,35,62,64,47,50,57,53,63,59,64,68,78,60,62,59,80,66,69,52,66,59,44,50,47,63,65,65,61
65,2000,1,74,64,52,60,36,66,51,66,68,56,59,61,59,57,44,58,68,79,66,54,60,66,71,48,78,60,55,38,65,51,63,56,19,45,19
65,2000,1,67,53,57,60,65,69,59,50,62,62,59,56,54,51,58,60,66,67,64,65,80,63,74,67,69,51,68,66,54,47,44,61,67,63,61
65,2000,1,66,41,54,63,63,72,62,36,52,57,24,60,66,46,50,62,58,73,78,66,61,56,64,74,79,41,54,64,53,45,35,58,62,66,63
65,3000,1,82,61,54,64,37,76,54,64,61,59,53,61,59,46,46,62,81,83,82,55,72,65,82,77,78,52,67,33,64,52,68,58,30,40,37
65,4000,1,48,48,55,57,63,83,44,43,67,64,40,59,40,42,62,65,51,46,33,47,43,67,67,81,89,44,73,65,42,51,46,66,57,69,55
